Entity,Code,Year,LifeExpectancy,HealthExpenditurePerCapita,WorldRegionAccordingToOWID,Health expenditure per capita (Original Year),Life expectancy (Original Year)
Cyprus,CYP,2021,80.573,3729.771,Europe,,
Cyprus,CYP,2022,80.434,3624.536,Europe,,
Cyprus,CYP,2023,81.648,3589.217,Europe,,
Czechia,CZE,1985,71.409,1072.905,Europe,1990,1990
Czechia,CZE,1986,71.409,1072.905,Europe,1990,1990
Czechia,CZE,1987,71.409,1072.905,Europe,1990,1990
Czechia,CZE,1988,71.409,1072.905,Europe,1990,1990
Czechia,CZE,1989,71.409,1072.905,Europe,1990,1990
Czechia,CZE,1990,71.409,1072.905,Europe,,
Czechia,CZE,1991,71.97,926.349,Europe,,
Czechia,CZE,1992,72.33,951.266,Europe,,
Czechia,CZE,1993,72.853,1320.349,Europe,,
Czechia,CZE,1994,73.082,1424.409,Europe,,
Czechia,CZE,1995,73.177,1558.323,Europe,,
Czechia,CZE,1996,73.834,1619.451,Europe,,
Czechia,CZE,1997,73.946,1609.594,Europe,,
Czechia,CZE,1998,74.553,1630.103,Europe,,
Czechia,CZE,1999,74.741,1714.452,Europe,,
Czechia,CZE,2000,74.978,1736.426,Europe,,
Czechia,CZE,2001,75.314,1869.463,Europe,,
Czechia,CZE,2002,75.442,2027.375,Europe,,
Czechia,CZE,2003,75.396,2230.002,Europe,,
Czechia,CZE,2004,75.942,2280.551,Europe,,
Czechia,CZE,2005,76.156,2390.374,Europe,,
Czechia,CZE,2006,76.708,2432.809,Europe,,
Czechia,CZE,2007,76.919,2491.195,Europe,,
Czechia,CZE,2008,77.172,2625.019,Europe,,
Czechia,CZE,2009,77.258,2881.371,Europe,,
Czechia,CZE,2010,77.568,2963.847,Europe,,
Czechia,CZE,2011,77.814,2952.508,Europe,,
Czechia,CZE,2012,77.998,2940.737,Europe,,
Czechia,CZE,2013,78.169,2924.82,Europe,,
Czechia,CZE,2014,78.744,3069.439,Europe,,
Czechia,CZE,2015,78.561,3120.284,Europe,,
Czechia,CZE,2016,78.974,3219.221,Europe,,
Czechia,CZE,2017,78.926,3293.657,Europe,,
Czechia,CZE,2018,78.961,3416.183,Europe,,
Czechia,CZE,2019,79.185,3590.648,Europe,,
Czechia,CZE,2020,78.237,4098.209,Europe,,
Czechia,CZE,2021,77.234,4416.112,Europe,,
Czechia,CZE,2022,79.165,4012.926,Europe,,
Czechia,CZE,2023,79.834,3929.417,Europe,,
Denmark,DNK,1970,73.427,2109.407,Europe,1971,1971
Denmark,DNK,1971,73.427,2109.407,Europe,,
Denmark,DNK,1972,73.468,2220.821,Europe,,
Denmark,DNK,1973,73.694,2275.067,Europe,,
Denmark,DNK,1974,73.822,2392.626,Europe,,
Denmark,DNK,1975,74.1,2450.016,Europe,,
Denmark,DNK,1976,73.77,2555.392,Europe,,
Denmark,DNK,1977,74.659,2536.767,Europe,,
Denmark,DNK,1978,74.426,2650.255,Europe,,
Denmark,DNK,1979,74.241,2727.482,Europe,,
Denmark,DNK,1980,74.129,2663.294,Europe,,
Denmark,DNK,1981,74.251,2675.626,Europe,,
Denmark,DNK,1982,74.597,2779.542,Europe,,
Denmark,DNK,1983,74.456,2798.481,Europe,,
Denmark,DNK,1984,74.616,2752.103,Europe,,
Denmark,DNK,1985,74.48,2869.692,Europe,,
Denmark,DNK,1986,74.639,2957.091,Europe,,
Denmark,DNK,1987,74.745,3070.116,Europe,,
Denmark,DNK,1988,74.84,3106.382,Europe,,
Denmark,DNK,1989,74.86,3082.262,Europe,,
Denmark,DNK,1990,74.865,3133.038,Europe,,
Denmark,DNK,1991,75.227,3121.215,Europe,,
Denmark,DNK,1992,75.269,3185.561,Europe,,
Denmark,DNK,1993,75.189,3292.721,Europe,,
Denmark,DNK,1994,75.441,3345.448,Europe,,
Denmark,DNK,1995,75.287,3288.561,Europe,,
Denmark,DNK,1996,75.664,3401.905,Europe,,
Denmark,DNK,1997,76.041,3456.594,Europe,,
Denmark,DNK,1998,76.436,3412.32,Europe,,
Denmark,DNK,1999,76.578,3854.401,Europe,,
Denmark,DNK,2000,76.815,3892.751,Europe,,
Denmark,DNK,2001,76.974,4073.651,Europe,,
Denmark,DNK,2002,77.099,4207.349,Europe,,
Denmark,DNK,2003,77.401,4307.302,Europe,,
Denmark,DNK,2004,77.785,4484.892,Europe,,
Denmark,DNK,2005,78.226,4668.188,Europe,,
Denmark,DNK,2006,78.223,4872.285,Europe,,
Denmark,DNK,2007,78.349,4999.732,Europe,,
Denmark,DNK,2008,78.714,5100.178,Europe,,
Denmark,DNK,2009,78.957,5334.676,Europe,,
Denmark,DNK,2010,79.247,5435.29,Europe,,
Denmark,DNK,2011,79.786,5343.147,Europe,,
Denmark,DNK,2012,80.082,5411.535,Europe,,
Denmark,DNK,2013,80.306,5356.839,Europe,,
Denmark,DNK,2014,80.632,5445.714,Europe,,
Denmark,DNK,2015,80.739,5587.997,Europe,,
Denmark,DNK,2016,80.881,5669.119,Europe,,
Denmark,DNK,2017,81.112,5724.452,Europe,,
Denmark,DNK,2018,80.991,5808.855,Europe,,
Denmark,DNK,2019,81.434,5923.613,Europe,,
Denmark,DNK,2020,81.546,6146.851,Europe,,
Denmark,DNK,2021,81.436,6618.299,Europe,,
Denmark,DNK,2022,81.291,6113.009,Europe,,
Denmark,DNK,2023,81.933,5827.024,Europe,,
Estonia,EST,1994,70.681,892.607,Europe,1999,1999
Estonia,EST,1995,70.681,892.607,Europe,1999,1999
Estonia,EST,1996,70.681,892.607,Europe,1999,1999
Estonia,EST,1997,70.681,892.607,Europe,1999,1999
Estonia,EST,1998,70.681,892.607,Europe,1999,1999
Estonia,EST,1999,70.681,892.607,Europe,,
Estonia,EST,2000,71.014,893.503,Europe,,
Estonia,EST,2001,70.834,880.525,Europe,,
Estonia,EST,2002,71.364,940.773,Europe,,
Estonia,EST,2003,71.923,1131.869,Europe,,
Estonia,EST,2004,72.375,1268.612,Europe,,
Estonia,EST,2005,73.028,1404.976,Europe,,
Estonia,EST,2006,73.2,1497.821,Europe,,
Estonia,EST,2007,73.153,1745.028,Europe,,
Estonia,EST,2008,74.279,1871.135,Europe,,
Estonia,EST,2009,75.152,1850.933,Europe,,
Estonia,EST,2010,75.882,1810.235,Europe,,
Estonia,EST,2011,76.346,1804.813,Europe,,
Estonia,EST,2012,76.416,1875.419,Europe,,
Estonia,EST,2013,77.252,1978.481,Europe,,
Estonia,EST,2014,77.11,2097.762,Europe,,
Estonia,EST,2015,77.665,2232.218,Europe,,
Estonia,EST,2016,77.763,2325.043,Europe,,
Estonia,EST,2017,78.181,2392.241,Europe,,
Estonia,EST,2018,78.334,2517.863,Europe,,
Estonia,EST,2019,78.773,2645.22,Europe,,
Estonia,EST,2020,78.893,2921.922,Europe,,
Estonia,EST,2021,77.409,3154.128,Europe,,
Estonia,EST,2022,78.167,2875.604,Europe,,
Estonia,EST,2023,79.153,2915.597,Europe,,
Finland,FIN,1970,70.325,1058.35,Europe,,
Finland,FIN,1971,70.147,1152.706,Europe,,
Finland,FIN,1972,70.867,1252.597,Europe,,
Finland,FIN,1973,71.367,1311.609,Europe,,
Finland,FIN,1974,71.293,1354.478,Europe,,
Finland,FIN,1975,71.838,1458.886,Europe,,
Finland,FIN,1976,71.989,1555.648,Europe,,
Finland,FIN,1977,72.513,1590.939,Europe,,
Finland,FIN,1978,73.08,1616.981,Europe,,
Finland,FIN,1979,73.36,1694.614,Europe,,
Finland,FIN,1980,73.649,1737.749,Europe,,
Finland,FIN,1981,73.965,1794.041,Europe,,
Finland,FIN,1982,74.53,1864.31,Europe,,
Finland,FIN,1983,74.437,1935.902,Europe,,
Finland,FIN,1984,74.743,2020.673,Europe,,
Finland,FIN,1985,74.424,2197.035,Europe,,
Finland,FIN,1986,74.766,2303.296,Europe,,
Finland,FIN,1987,74.799,2445.134,Europe,,
Finland,FIN,1988,74.765,2558.038,Europe,,
Finland,FIN,1989,74.969,2700.907,Europe,,
Finland,FIN,1990,74.989,2875.121,Europe,,
Finland,FIN,1991,75.407,2975.427,Europe,,
Finland,FIN,1992,75.647,2860.236,Europe,,
Finland,FIN,1993,75.885,2563.537,Europe,,
Finland,FIN,1994,76.575,2493.674,Europe,,
Finland,FIN,1995,76.604,2698.045,Europe,,
Finland,FIN,1996,76.87,2793.795,Europe,,
Finland,FIN,1997,77.064,2835.343,Europe,,
Finland,FIN,1998,77.259,2885.104,Europe,,
Finland,FIN,1999,77.451,2976.324,Europe,,
Finland,FIN,2000,77.671,3230.932,Europe,,
Finland,FIN,2001,78.142,3381.652,Europe,,
Finland,FIN,2002,78.27,3562.815,Europe,,
Finland,FIN,2003,78.533,3720.881,Europe,,
Finland,FIN,2004,78.846,3901.029,Europe,,
Finland,FIN,2005,78.971,4088.473,Europe,,
Finland,FIN,2006,79.373,4193.581,Europe,,
Finland,FIN,2007,79.391,4306.824,Europe,,
Finland,FIN,2008,79.695,4423.108,Europe,,
Finland,FIN,2009,79.831,4421.828,Europe,,
Finland,FIN,2010,80.012,4475.389,Europe,,
Finland,FIN,2011,80.392,4571.221,Europe,,
Finland,FIN,2012,80.508,4651.581,Europe,,
Finland,FIN,2013,80.869,4700.07,Europe,,
Finland,FIN,2014,81.055,4663.214,Europe,,
Finland,FIN,2015,81.377,4653.823,Europe,,
Finland,FIN,2016,81.303,4652.864,Europe,,
Finland,FIN,2017,81.497,4664.664,Europe,,
Finland,FIN,2018,81.626,4697.715,Europe,,
Finland,FIN,2019,81.864,4830.318,Europe,,
Finland,FIN,2020,81.822,4966.75,Europe,,
Finland,FIN,2021,81.814,5213.708,Europe,,
Finland,FIN,2022,81.243,5159.045,Europe,,
Finland,FIN,2023,81.91,5399.139,Europe,,
France,FRA,1970,72.091,1223.278,Europe,,
France,FRA,1971,72.091,1223.278,Europe,1970,1970
France,FRA,1972,72.091,1223.278,Europe,1970,1970
France,FRA,1973,72.9,1704.131,Europe,1975,1975
France,FRA,1974,72.9,1704.131,Europe,1975,1975
France,FRA,1975,72.9,1704.131,Europe,,
France,FRA,1976,72.9,1704.131,Europe,1975,1975
France,FRA,1977,72.9,1704.131,Europe,1975,1975
France,FRA,1978,74.234,2141.888,Europe,1980,1980
France,FRA,1979,74.234,2141.888,Europe,1980,1980
France,FRA,1980,74.234,2141.888,Europe,,
France,FRA,1981,74.234,2141.888,Europe,1980,1980
France,FRA,1982,74.234,2141.888,Europe,1980,1980
France,FRA,1983,75.309,2523.013,Europe,1985,1985
France,FRA,1984,75.309,2523.013,Europe,1985,1985
France,FRA,1985,75.309,2523.013,Europe,,
France,FRA,1986,75.309,2523.013,Europe,1985,1985
France,FRA,1987,75.309,2523.013,Europe,1985,1985
France,FRA,1988,76.835,3074.766,Europe,1990,1990
France,FRA,1989,76.835,3074.766,Europe,1990,1990
France,FRA,1990,76.835,3074.766,Europe,,
France,FRA,1991,77.016,3176.771,Europe,,
France,FRA,1992,77.297,3275.225,Europe,,
France,FRA,1993,77.349,3393.718,Europe,,
France,FRA,1994,77.768,3443.415,Europe,,
France,FRA,1995,77.871,3898.337,Europe,,
France,FRA,1996,78.061,3932.869,Europe,,
France,FRA,1997,78.425,3951.707,Europe,,
France,FRA,1998,78.588,4053.983,Europe,,
France,FRA,1999,78.746,4175.681,Europe,,
France,FRA,2000,79.044,4252.468,Europe,,
France,FRA,2001,79.221,4363.613,Europe,,
France,FRA,2002,79.411,4546.811,Europe,,
France,FRA,2003,79.419,4578.138,Europe,,
France,FRA,2004,80.336,4692.006,Europe,,
France,FRA,2005,80.337,4758.546,Europe,,
France,FRA,2006,80.745,4926.712,Europe,,
France,FRA,2007,80.96,5015.674,Europe,,
France,FRA,2008,81.039,5077.483,Europe,,
France,FRA,2009,81.163,5329.271,Europe,,
France,FRA,2010,81.405,5280.09,Europe,,
France,FRA,2011,81.781,5324.443,Europe,,
France,FRA,2012,81.739,5371.584,Europe,,
France,FRA,2013,81.979,5464.74,Europe,,
France,FRA,2014,82.437,5542.29,Europe,,
France,FRA,2015,82.149,5601.869,Europe,,
France,FRA,2016,82.401,5690.706,Europe,,
France,FRA,2017,82.439,5725.443,Europe,,
France,FRA,2018,82.568,5703.986,Europe,,
France,FRA,2019,82.73,5755.07,Europe,,
France,FRA,2020,82.199,5770.47,Europe,,
France,FRA,2021,82.322,6237.002,Europe,,
France,FRA,2022,82.475,6125.395,Europe,,
France,FRA,2023,83.325,5937.124,Europe,,
Georgia,GEO,2005,71.732,733.108,Asia,2010,2010
Georgia,GEO,2006,71.732,733.108,Asia,2010,2010
Georgia,GEO,2007,71.732,733.108,Asia,2010,2010
Georgia,GEO,2008,71.732,733.108,Asia,2010,2010
Georgia,GEO,2009,71.732,733.108,Asia,2010,2010
Georgia,GEO,2010,71.732,733.108,Asia,,
Georgia,GEO,2011,72.485,682.151,Asia,,
Georgia,GEO,2012,72.672,742.903,Asia,,
Georgia,GEO,2013,73.025,953.986,Asia,,
Georgia,GEO,2014,73.105,937.701,Asia,,
Georgia,GEO,2015,73.241,1125.966,Asia,,
Georgia,GEO,2016,73.136,1250.562,Asia,,
Georgia,GEO,2017,73.435,1283.791,Asia,,
Georgia,GEO,2018,73.985,1221.701,Asia,,
Georgia,GEO,2019,74.165,1219.148,Asia,,
Georgia,GEO,2020,73.509,1461.112,Asia,,
Georgia,GEO,2021,71.635,1844.971,Asia,,
Georgia,GEO,2022,74.141,1570.226,Asia,,
Georgia,GEO,2023,74.496,1388.976,Asia,,
Germany,DEU,1970,70.678,1702.127,Europe,,
Germany,DEU,1971,70.912,1913.09,Europe,,
Germany,DEU,1972,71.148,2073.733,Europe,,
Germany,DEU,1973,71.362,2236.716,Europe,,
Germany,DEU,1974,71.678,2394.559,Europe,,
Germany,DEU,1975,71.516,2595.155,Europe,,
Germany,DEU,1976,71.979,2728.955,Europe,,
Germany,DEU,1977,72.59,2806.318,Europe,,
Germany,DEU,1978,72.57,2957.99,Europe,,
Germany,DEU,1979,72.918,2986.712,Europe,,
Germany,DEU,1980,73.088,3060.685,Europe,,
Germany,DEU,1981,73.331,3137.332,Europe,,
Germany,DEU,1982,73.628,3054.491,Europe,,
Germany,DEU,1983,73.918,3096.876,Europe,,
Germany,DEU,1984,74.38,3226.842,Europe,,
Germany,DEU,1985,74.492,3380.133,Europe,,
Germany,DEU,1986,74.695,3532.426,Europe,,
Germany,DEU,1987,75.107,3653.202,Europe,,
Germany,DEU,1988,75.281,3842.882,Europe,,
Germany,DEU,1989,75.467,3638.544,Europe,,
Germany,DEU,1990,75.341,3765.272,Europe,,
Germany,DEU,1991,75.341,3765.272,Europe,1990,1990
Germany,DEU,1992,76.004,3957.713,Europe,,
Germany,DEU,1993,76.08,3901.352,Europe,,
Germany,DEU,1994,76.38,4100.344,Europe,,
Germany,DEU,1995,76.552,4305.168,Europe,,
Germany,DEU,1996,76.783,4464.169,Europe,,
Germany,DEU,1997,77.218,4470.988,Europe,,
Germany,DEU,1998,77.576,4596.932,Europe,,
Germany,DEU,1999,77.798,4698.069,Europe,,
Germany,DEU,2000,78.056,4806.233,Europe,,
Germany,DEU,2001,78.402,4858.775,Europe,,
Germany,DEU,2002,78.475,4964.458,Europe,,
Germany,DEU,2003,78.536,5023.827,Europe,,
Germany,DEU,2004,79.119,4971.318,Europe,,
Germany,DEU,2005,79.254,5057.386,Europe,,
Germany,DEU,2006,79.586,5148.366,Europe,,
Germany,DEU,2007,79.731,5247.152,Europe,,
Germany,DEU,2008,79.816,5374.547,Europe,,
Germany,DEU,2009,79.915,5662.417,Europe,,
Germany,DEU,2010,80.081,5782.66,Europe,,
Germany,DEU,2011,80.355,5794.192,Europe,,
Germany,DEU,2012,80.502,5846.723,Europe,,
Germany,DEU,2013,80.454,5941.813,Europe,,
Germany,DEU,2014,80.906,6093.697,Europe,,
Germany,DEU,2015,80.566,6296.315,Europe,,
Germany,DEU,2016,80.837,6452.71,Europe,,
Germany,DEU,2017,80.937,6627.465,Europe,,
Germany,DEU,2018,80.875,6763.583,Europe,,
Germany,DEU,2019,81.189,6986.616,Europe,,
Germany,DEU,2020,81.004,7362.902,Europe,,
Germany,DEU,2021,81.106,7761.694,Europe,,
Germany,DEU,2022,80.58,7675.075,Europe,,
Germany,DEU,2023,81.378,7230.747,Europe,,
Greece,GRC,1970,72.748,812.938,Europe,,
Greece,GRC,1971,72.748,812.938,Europe,1970,1970
Greece,GRC,1972,72.748,812.938,Europe,1970,1970
Greece,GRC,1973,72.748,812.938,Europe,1970,1970
Greece,GRC,1974,72.748,812.938,Europe,1970,1970
Greece,GRC,1975,72.748,812.938,Europe,1970,1970
Greece,GRC,1976,74.481,1354.631,Europe,1980,1980
Greece,GRC,1977,74.481,1354.631,Europe,1980,1980
Greece,GRC,1978,74.481,1354.631,Europe,1980,1980
Greece,GRC,1979,74.481,1354.631,Europe,1980,1980
Greece,GRC,1980,74.481,1354.631,Europe,,
Greece,GRC,1981,74.481,1354.631,Europe,1980,1980
Greece,GRC,1982,74.481,1354.631,Europe,1980,1980
Greece,GRC,1983,74.481,1354.631,Europe,1980,1980
Greece,GRC,1984,74.481,1354.631,Europe,1980,1980
Greece,GRC,1985,77.001,1342.37,Europe,1988,1988
Greece,GRC,1986,77.001,1342.37,Europe,1988,1988
Greece,GRC,1987,77.001,1342.37,Europe,1988,1988
Greece,GRC,1988,77.001,1342.37,Europe,,
Greece,GRC,1989,77.133,1533.216,Europe,,
Greece,GRC,1990,77.299,1542.238,Europe,,
Greece,GRC,1991,77.386,1534.302,Europe,,
Greece,GRC,1992,77.306,1664.916,Europe,,
Greece,GRC,1993,77.691,1832.341,Europe,,
Greece,GRC,1994,77.858,2043.958,Europe,,
Greece,GRC,1995,77.893,2090.683,Europe,,
Greece,GRC,1996,78.036,2105.405,Europe,,
Greece,GRC,1997,78.399,2139.94,Europe,,
Greece,GRC,1998,78.303,2183.477,Europe,,
Greece,GRC,1999,78.423,2310.808,Europe,,
Greece,GRC,2000,78.442,2195.841,Europe,,
Greece,GRC,2001,78.909,2517.15,Europe,,
Greece,GRC,2002,79.031,2716.959,Europe,,
Greece,GRC,2003,79.085,2941.109,Europe,,
Greece,GRC,2004,79.35,2948.314,Europe,,
Greece,GRC,2005,79.65,3112.643,Europe,,
Greece,GRC,2006,79.76,3173.375,Europe,,
Greece,GRC,2007,79.662,3323.421,Europe,,
Greece,GRC,2008,80.105,3473.103,Europe,,
Greece,GRC,2009,80.368,3564.41,Europe,,
Greece,GRC,2010,80.573,3349.692,Europe,,
Greece,GRC,2011,80.625,2858.481,Europe,,
Greece,GRC,2012,80.422,2569.545,Europe,,
Greece,GRC,2013,81.067,2393.271,Europe,,
Greece,GRC,2014,81.12,2271.435,Europe,,
Greece,GRC,2015,80.789,2407.452,Europe,,
Greece,GRC,2016,81.269,2482.65,Europe,,
Greece,GRC,2017,80.961,2419.627,Europe,,
Greece,GRC,2018,81.495,2454.056,Europe,,
Greece,GRC,2019,81.349,2529.837,Europe,,
Greece,GRC,2020,81.536,2682.375,Europe,,
Greece,GRC,2021,80.531,2832.821,Europe,,
Greece,GRC,2022,79.944,2834.747,Europe,,
Greece,GRC,2023,81.857,2962.339,Europe,,
Hungary,HUN,1986,69.441,1183.329,Europe,1991,1991
Hungary,HUN,1987,69.441,1183.329,Europe,1991,1991
Hungary,HUN,1988,69.441,1183.329,Europe,1991,1991
Hungary,HUN,1989,69.441,1183.329,Europe,1991,1991
Hungary,HUN,1990,69.441,1183.329,Europe,1991,1991
Hungary,HUN,1991,69.441,1183.329,Europe,,
Hungary,HUN,1992,69.167,1224.537,Europe,,
Hungary,HUN,1993,69.18,1233.727,Europe,,
Hungary,HUN,1994,69.604,1357.392,Europe,,
Hungary,HUN,1995,69.969,1252.087,Europe,,
Hungary,HUN,1996,70.597,1238.667,Europe,,
Hungary,HUN,1997,71.003,1226.747,Europe,,
Hungary,HUN,1998,70.919,1337.962,Europe,,
Hungary,HUN,1999,71.04,1409.056,Europe,,
Hungary,HUN,2000,71.758,1438.415,Europe,,
Hungary,HUN,2001,72.394,1533.528,Europe,,
Hungary,HUN,2002,72.507,1689.6,Europe,,
Hungary,HUN,2003,72.513,1998.729,Europe,,
Hungary,HUN,2004,72.906,2006.376,Europe,,
Hungary,HUN,2005,72.865,2136.005,Europe,,
Hungary,HUN,2006,73.344,2179.669,Europe,,
Hungary,HUN,2007,73.431,2005.993,Europe,,
Hungary,HUN,2008,73.957,1983.257,Europe,,
Hungary,HUN,2009,74.179,1906.759,Europe,,
Hungary,HUN,2010,74.519,1977.191,Europe,,
Hungary,HUN,2011,74.923,2016.075,Europe,,
Hungary,HUN,2012,75.183,1950.471,Europe,,
Hungary,HUN,2013,75.683,1979.608,Europe,,
Hungary,HUN,2014,75.849,2047.907,Europe,,
Hungary,HUN,2015,75.654,2104.489,Europe,,
Hungary,HUN,2016,76.157,2198.629,Europe,,
Hungary,HUN,2017,76.007,2222.145,Europe,,
Hungary,HUN,2018,76.205,2308.075,Europe,,
Hungary,HUN,2019,76.455,2320.07,Europe,,
Hungary,HUN,2020,75.73,2615.41,Europe,,
Hungary,HUN,2021,74.185,2841.737,Europe,,
Hungary,HUN,2022,76.212,2680.384,Europe,,
Hungary,HUN,2023,77.024,2617.927,Europe,,
Iceland,ISL,1970,73.78,923.695,Europe,,
Iceland,ISL,1971,73.492,1180.122,Europe,,
Iceland,ISL,1972,74.395,1248.45,Europe,,
Iceland,ISL,1973,74.277,1254.413,Europe,,
Iceland,ISL,1974,74.125,1494.595,Europe,,
Iceland,ISL,1975,75.269,1463.777,Europe,,
Iceland,ISL,1976,76.633,1472.682,Europe,,
Iceland,ISL,1977,76.079,1638.599,Europe,,
Iceland,ISL,1978,76.378,1892.717,Europe,,
Iceland,ISL,1979,76.535,2139.229,Europe,,
Iceland,ISL,1980,76.597,2031.663,Europe,,
Iceland,ISL,1981,76.192,2123.941,Europe,,
Iceland,ISL,1982,76.799,2261.697,Europe,,
Iceland,ISL,1983,76.425,2307.875,Europe,,
Iceland,ISL,1984,77.295,2172.181,Europe,,
Iceland,ISL,1985,77.39,2278.898,Europe,,
Iceland,ISL,1986,77.87,2659.097,Europe,,
Iceland,ISL,1987,77.051,3037.335,Europe,,
Iceland,ISL,1988,76.893,3174.388,Europe,,
Iceland,ISL,1989,77.932,2963.464,Europe,,
Iceland,ISL,1990,77.741,2869.185,Europe,,
Iceland,ISL,1991,77.757,2927.892,Europe,,
Iceland,ISL,1992,78.587,2854.526,Europe,,
Iceland,ISL,1993,78.809,2838.449,Europe,,
Iceland,ISL,1994,79.022,2868.115,Europe,,
Iceland,ISL,1995,77.543,2903.288,Europe,,
Iceland,ISL,1996,78.646,2997.191,Europe,,
Iceland,ISL,1997,78.672,3105.134,Europe,,
Iceland,ISL,1998,79.396,3685.701,Europe,,
Iceland,ISL,1999,79.236,3940.381,Europe,,
Iceland,ISL,2000,79.549,4035.487,Europe,,
Iceland,ISL,2001,80.421,4080.155,Europe,,
Iceland,ISL,2002,80.278,4328.49,Europe,,
Iceland,ISL,2003,80.768,4471.419,Europe,,
Iceland,ISL,2004,80.721,4541.607,Europe,,
Iceland,ISL,2005,81.169,4615.023,Europe,,
Iceland,ISL,2006,80.938,4626.931,Europe,,
Iceland,ISL,2007,81.093,4734.168,Europe,,
Iceland,ISL,2008,81.244,4686.519,Europe,,
Iceland,ISL,2009,81.417,4393.944,Europe,,
Iceland,ISL,2010,81.594,4190.786,Europe,,
Iceland,ISL,2011,81.972,4181.957,Europe,,
Iceland,ISL,2012,82.346,4110.287,Europe,,
Iceland,ISL,2013,81.743,4169.479,Europe,,
Iceland,ISL,2014,82.43,4235.768,Europe,,
Iceland,ISL,2015,82.164,4406.963,Europe,,
Iceland,ISL,2016,81.829,4575.129,Europe,,
Iceland,ISL,2017,82.241,4727.693,Europe,,
Iceland,ISL,2018,82.453,4816.499,Europe,,
Iceland,ISL,2019,82.847,4897.308,Europe,,
Iceland,ISL,2020,82.711,5010.877,Europe,,
Iceland,ISL,2021,82.843,5322.121,Europe,,
Iceland,ISL,2022,81.588,5348.54,Europe,,
Iceland,ISL,2023,82.691,5279.945,Europe,,
India,IND,1995,62.749,118.853,Asia,2000,2000
India,IND,1996,62.749,118.853,Asia,2000,2000
India,IND,1997,62.749,118.853,Asia,2000,2000
India,IND,1998,62.749,118.853,Asia,2000,2000
India,IND,1999,62.749,118.853,Asia,2000,2000
India,IND,2000,62.749,118.853,Asia,,
India,IND,2001,63.158,129.452,Asia,,
India,IND,2002,63.649,132.181,Asia,,
India,IND,2003,64.086,132.984,Asia,,
India,IND,2004,64.484,142.638,Asia,,
India,IND,2005,64.939,148.046,Asia,,
India,IND,2006,65.373,153.135,Asia,,
India,IND,2007,65.803,161.46,Asia,,
India,IND,2008,66.247,167.772,Asia,,
India,IND,2009,66.7,176.466,Asia,,
India,IND,2010,67.162,181.105,Asia,,
India,IND,2011,67.623,184.267,Asia,,
India,IND,2012,68.076,195.532,Asia,,
India,IND,2013,68.499,228.136,Asia,,
India,IND,2014,68.932,229.645,Asia,,
India,IND,2015,69.326,240.1,Asia,,
India,IND,2016,69.709,248.707,Asia,,
India,IND,2017,70.068,220.903,Asia,,
India,IND,2018,70.415,225.668,Asia,,
India,IND,2019,70.746,236.137,Asia,,
India,IND,2020,70.156,249.68,Asia,,
India,IND,2021,67.282,277.286,Asia,,
India,IND,2022,71.698,297.521,Asia,,
India,IND,2023,72.003,312.491,Asia,,
Indonesia,IDN,1995,66.292,118.049,Asia,2000,2000
Indonesia,IDN,1996,66.292,118.049,Asia,2000,2000
Indonesia,IDN,1997,66.292,118.049,Asia,2000,2000
Indonesia,IDN,1998,66.292,118.049,Asia,2000,2000
Indonesia,IDN,1999,66.292,118.049,Asia,2000,2000
Indonesia,IDN,2000,66.292,118.049,Asia,,
Indonesia,IDN,2001,66.583,134.609,Asia,,
Indonesia,IDN,2002,66.954,121.637,Asia,,
Indonesia,IDN,2003,67.134,139.872,Asia,,
Indonesia,IDN,2004,65.521,138.688,Asia,,
Indonesia,IDN,2005,67.531,176.632,Asia,,
Indonesia,IDN,2006,67.664,190.474,Asia,,
Indonesia,IDN,2007,67.914,210.764,Asia,,
Indonesia,IDN,2008,68.085,208.359,Asia,,
Indonesia,IDN,2009,68.267,221.468,Asia,,
Indonesia,IDN,2010,68.364,247.054,Asia,,
Indonesia,IDN,2011,68.629,278.207,Asia,,
Indonesia,IDN,2012,68.862,277.489,Asia,,
Indonesia,IDN,2013,69.064,282.171,Asia,,
Indonesia,IDN,2014,69.292,301.372,Asia,,
Indonesia,IDN,2015,69.52,306.059,Asia,,
Indonesia,IDN,2016,69.733,326.244,Asia,,
Indonesia,IDN,2017,69.953,329.058,Asia,,
Indonesia,IDN,2018,70.08,340.148,Asia,,
Indonesia,IDN,2019,70.349,350.425,Asia,,
Indonesia,IDN,2020,68.817,401.751,Asia,,
Indonesia,IDN,2021,67.452,465.218,Asia,,
Indonesia,IDN,2022,70.925,369.307,Asia,,
Indonesia,IDN,2023,71.146,375.608,Asia,,
Ireland,IRL,1970,70.834,566.081,Europe,,
Ireland,IRL,1971,71.621,692.993,Europe,,
Ireland,IRL,1972,70.955,760.453,Europe,,
Ireland,IRL,1973,71.17,828.417,Europe,,
Ireland,IRL,1974,71.112,841.954,Europe,,
Ireland,IRL,1975,71.689,902.982,Europe,,
Ireland,IRL,1976,71.797,887.538,Europe,,
Ireland,IRL,1977,71.94,896.157,Europe,,
Ireland,IRL,1978,71.93,1021.017,Europe,,
